,Player,Nation,Pos,Age,playing_time_MP,playing_time_Starts,playing_time_Min,playing_time_90s,performance_Gls,performance_Ast,performance_G+A,performance_G-PK,performance_PK,performance_PKatt,performance_CrdY,performance_CrdR,expected_xG,expected_npxG,expected_xAG,expected_npxG+xAG,progression_PrgC,progression_PrgP,progression_PrgR,per_90_minutes_Gls,per_90_minutes_Ast,per_90_minutes_G+A,per_90_minutes_G-PK,per_90_minutes_G+A-PK,per_90_minutes_xG,per_90_minutes_xAG,per_90_minutes_xG+xAG,per_90_minutes_npxG,per_90_minutes_npxG+xAG,Matches,Team,Season,MP
0,David Raya,es ESP,GK,29-236,35.0,35,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal,2024,
1,William Saliba,fr FRA,DF,24-046,33.0,33,2904.0,32.3,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.3,2.3,0.9,3.1,16.0,134.0,6.0,0.06,0.0,0.06,0.06,0.06,0.07,0.03,0.1,0.07,0.1,Matches,Arsenal,2024,
2,Declan Rice,eng ENG,MF,26-115,33.0,31,2645.0,29.4,3.0,7.0,10.0,3.0,0.0,0.0,7.0,1.0,3.3,3.3,6.5,9.7,88.0,180.0,92.0,0.1,0.24,0.34,0.1,0.34,0.11,0.22,0.33,0.11,0.33,Matches,Arsenal,2024,
3,Thomas Partey,gh GHA,"MF,DF",31-330,32.0,28,2527.0,28.1,4.0,2.0,6.0,4.0,0.0,0.0,4.0,0.0,2.0,2.0,1.9,4.0,32.0,171.0,47.0,0.14,0.07,0.21,0.14,0.21,0.07,0.07,0.14,0.07,0.14,Matches,Arsenal,2024,
4,Gabriel Magalhães,br BRA,DF,27-141,28.0,28,2363.0,26.3,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,2.6,2.6,0.9,3.5,10.0,126.0,11.0,0.11,0.04,0.15,0.11,0.15,0.1,0.03,0.13,0.1,0.13,Matches,Arsenal,2024,
5,Jurriën Timber,nl NED,DF,23-326,30.0,27,2417.0,26.9,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,1.2,1.2,0.8,2.1,57.0,146.0,104.0,0.04,0.11,0.15,0.04,0.15,0.05,0.03,0.08,0.05,0.08,Matches,Arsenal,2024,
6,Leandro Trossard,be BEL,FW,30-156,35.0,26,2354.0,26.2,8.0,5.0,13.0,8.0,0.0,0.0,4.0,1.0,6.8,6.8,5.3,12.0,75.0,95.0,207.0,0.31,0.19,0.5,0.31,0.5,0.26,0.2,0.46,0.26,0.46,Matches,Arsenal,2024,
7,Martin Ødegaard,no NOR,MF,26-143,27.0,24,2130.0,23.7,2.0,7.0,9.0,1.0,1.0,1.0,4.0,0.0,4.6,3.8,5.0,8.8,82.0,240.0,144.0,0.08,0.3,0.38,0.04,0.34,0.19,0.21,0.41,0.16,0.37,Matches,Arsenal,2024,
8,Gabriel Martinelli,br BRA,"FW,MF",23-325,30.0,22,2041.0,22.7,7.0,4.0,11.0,7.0,0.0,0.0,1.0,0.0,5.9,5.9,4.7,10.6,112.0,47.0,267.0,0.31,0.18,0.49,0.31,0.49,0.26,0.21,0.47,0.26,0.47,Matches,Arsenal,2024,
9,Kai Havertz,de GER,"FW,MF",25-332,21.0,21,1839.0,20.4,9.0,3.0,12.0,9.0,0.0,0.0,4.0,0.0,9.4,9.4,2.4,11.8,34.0,59.0,110.0,0.44,0.15,0.59,0.44,0.59,0.46,0.12,0.58,0.46,0.58,Matches,Arsenal,2024,
10,Bukayo Saka,eng ENG,"FW,MF",23-246,22.0,18,1539.0,17.1,6.0,10.0,16.0,5.0,1.0,1.0,3.0,0.0,6.3,5.5,6.8,12.3,82.0,62.0,233.0,0.35,0.58,0.94,0.29,0.88,0.37,0.4,0.77,0.32,0.72,Matches,Arsenal,2024,
11,Mikel Merino,es ESP,"MF,FW",28-321,26.0,15,1418.0,15.8,6.0,2.0,8.0,6.0,0.0,0.0,2.0,0.0,4.4,4.4,1.9,6.3,9.0,62.0,88.0,0.38,0.13,0.51,0.38,0.51,0.28,0.12,0.4,0.28,0.4,Matches,Arsenal,2024,
12,Myles Lewis-Skelly,eng ENG,DF,18-225,20.0,13,1168.0,13.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.1,0.1,0.4,0.5,32.0,62.0,33.0,0.08,0.0,0.08,0.08,0.08,0.01,0.03,0.04,0.01,0.04,Matches,Arsenal,2024,
13,Riccardo Calafiori,it ITA,DF,22-355,17.0,11,925.0,10.3,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.9,0.9,0.3,1.1,21.0,54.0,29.0,0.19,0.1,0.29,0.19,0.29,0.08,0.03,0.11,0.08,0.11,Matches,Arsenal,2024,
14,Ben White,eng ENG,DF,27-213,14.0,10,941.0,10.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.8,1.2,11.0,44.0,28.0,0.0,0.1,0.1,0.0,0.1,0.04,0.08,0.12,0.04,0.12,Matches,Arsenal,2024,
15,Ethan Nwaneri,eng ENG,"FW,MF",18-049,25.0,10,821.0,9.1,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,1.1,1.1,1.0,2.2,44.0,30.0,102.0,0.44,0.22,0.66,0.44,0.66,0.12,0.11,0.24,0.12,0.24,Matches,Arsenal,2024,
16,Jorginho,it ITA,MF,33-140,14.0,9,703.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.4,0.5,12.0,48.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,Arsenal,2024,
17,Jakub Kiwior,pl POL,DF,25-083,14.0,7,852.0,9.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.4,5.0,36.0,0.0,0.11,0.0,0.11,0.11,0.11,0.02,0.03,0.05,0.02,0.05,Matches,Arsenal,2024,
18,Gabriel Jesus,br BRA,FW,28-036,17.0,6,608.0,6.8,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,3.0,3.0,0.7,3.7,15.0,19.0,57.0,0.44,0.0,0.44,0.44,0.44,0.44,0.1,0.54,0.44,0.54,Matches,Arsenal,2024,
19,Raheem Sterling,eng ENG,"FW,MF",30-152,16.0,6,437.0,4.9,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,0.5,1.8,25.0,17.0,73.0,0.0,0.41,0.41,0.0,0.41,0.27,0.1,0.37,0.27,0.37,Matches,Arsenal,2024,
20,Oleksandr Zinchenko,ua UKR,"DF,MF",28-145,13.0,4,455.0,5.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,10.0,37.0,12.0,0.0,0.2,0.2,0.0,0.2,0.05,0.03,0.08,0.05,0.08,Matches,Arsenal,2024,
21,Kieran Tierney,sct SCO,"DF,FW",27-338,10.0,1,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.9,1.1,5.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.1,0.43,0.53,0.1,0.53,Matches,Arsenal,2024,
22,Nathan Butler-Oyedeji,eng ENG,FW,22-125,1.0,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.94,0.94,0.94,Matches,Arsenal,2024,
23,Takehiro Tomiyasu,jp JPN,DF,26-185,1.0,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,2.37,2.37,2.37,Matches,Arsenal,2024,
24,Reiss Nelson,eng ENG,FW,25-150,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal,2024,
25,Brayden Clarke,wls WAL,DF,17-310,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,2024,
26,Jimi Gower,eng ENG,MF,20-220,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,2024,
27,Ayden Heaven,eng ENG,DF,18-229,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,2024,
28,Jack Henry-Francis,ie IRL,MF,21-228,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,2024,
29,Ismeal Kabia,eng ENG,MF,19-150,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,2024,
30,Maldini Kacurri,al ALB,DF,19-217,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,2024,
31,Neto,br BRA,GK,35-294,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,2024,
32,Josh Nichols,eng ENG,DF,18-287,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,2024,
33,Eddie Nketiah,eng ENG,FW,25-344,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,2024,
34,Salah Oulad M'Hand,nl NED,MF,21-262,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,2024,
35,Jack Porter,eng ENG,GK,16-298,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,2024,
36,Aaron Ramsdale,eng ENG,GK,26-360,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,2024,
37,Tommy Setford,eng ENG,GK,19-057,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,2024,
38,Youri Tielemans,be BEL,MF,28-002,35.0,35,2997.0,33.3,3.0,7.0,10.0,3.0,0.0,1.0,4.0,0.0,3.1,2.3,6.9,9.2,39.0,234.0,48.0,0.09,0.21,0.3,0.09,0.3,0.09,0.21,0.3,0.07,0.28,Matches,Aston Villa,2024,
39,Emiliano Martínez,ar ARG,GK,32-249,34.0,34,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.5,0.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Aston Villa,2024,
40,Morgan Rogers,eng ENG,"FW,MF",22-287,34.0,34,2853.0,31.7,8.0,8.0,16.0,8.0,0.0,0.0,9.0,0.0,6.2,6.2,7.4,13.6,108.0,117.0,177.0,0.25,0.25,0.5,0.25,0.5,0.2,0.23,0.43,0.2,0.43,Matches,Aston Villa,2024,
41,Ezri Konsa,eng ENG,DF,27-198,31.0,30,2666.0,29.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.4,1.3,17.0,77.0,11.0,0.03,0.0,0.03,0.03,0.03,0.03,0.01,0.04,0.03,0.04,Matches,Aston Villa,2024,
42,Ollie Watkins,eng ENG,FW,29-130,35.0,28,2333.0,25.9,15.0,7.0,22.0,13.0,2.0,2.0,2.0,0.0,14.7,13.2,3.0,16.2,52.0,29.0,148.0,0.58,0.27,0.85,0.5,0.77,0.57,0.12,0.69,0.51,0.62,Matches,Aston Villa,2024,
43,Lucas Digne,fr FRA,DF,31-293,31.0,27,2261.0,25.1,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,4.4,5.1,23.0,55.0,140.0,0.0,0.16,0.16,0.0,0.16,0.03,0.17,0.2,0.03,0.2,Matches,Aston Villa,2024,
44,John McGinn,sct SCO,"MF,FW",30-203,31.0,25,2052.0,22.8,1.0,4.0,5.0,1.0,0.0,0.0,7.0,0.0,2.9,2.6,3.4,6.0,31.0,96.0,72.0,0.04,0.18,0.22,0.04,0.22,0.13,0.15,0.28,0.11,0.27,Matches,Aston Villa,2024,
45,Pau Torres,es ESP,DF,28-113,21.0,21,1819.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.1,0.6,33.0,77.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Aston Villa,2024,
46,Matty Cash,pl POL,DF,27-275,24.0,21,1800.0,20.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.3,0.3,1.1,1.4,46.0,39.0,75.0,0.05,0.05,0.1,0.05,0.1,0.02,0.05,0.07,0.02,0.07,Matches,Aston Villa,2024,
47,Jacob Ramsey,eng ENG,"FW,MF",23-346,27.0,18,1516.0,16.8,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,1.5,1.5,2.3,3.7,57.0,67.0,105.0,0.06,0.18,0.24,0.06,0.24,0.09,0.13,0.22,0.09,0.22,Matches,Aston Villa,2024,
48,Boubacar Kamara,fr FRA,MF,25-167,23.0,17,1463.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.9,1.3,16.0,74.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.08,0.02,0.08,Matches,Aston Villa,2024,
49,Amadou Onana,be BEL,MF,23-266,23.0,17,1378.0,15.3,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,2.1,2.1,0.3,2.4,21.0,60.0,14.0,0.2,0.0,0.2,0.2,0.2,0.14,0.02,0.16,0.14,0.16,Matches,Aston Villa,2024,
50,Leon Bailey,jm JAM,"FW,MF",27-273,23.0,14,1138.0,12.6,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.7,1.7,1.5,3.3,57.0,35.0,121.0,0.08,0.16,0.24,0.08,0.24,0.14,0.12,0.26,0.14,0.26,Matches,Aston Villa,2024,
51,Tyrone Mings,eng ENG,DF,32-057,13.0,11,1051.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.2,1.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,Aston Villa,2024,
52,Ian Maatsen,nl NED,DF,23-060,26.0,8,957.0,10.6,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,2.7,3.5,27.0,40.0,91.0,0.09,0.19,0.28,0.09,0.28,0.07,0.25,0.33,0.07,0.33,Matches,Aston Villa,2024,
53,Diego Carlos,br BRA,DF,32-055,10.0,8,830.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Aston Villa,2024,
54,Marco Asensio,es ESP,"MF,FW",29-108,10.0,6,540.0,6.0,3.0,1.0,4.0,3.0,0.0,2.0,1.0,0.0,4.2,2.6,0.8,3.4,16.0,34.0,26.0,0.5,0.17,0.67,0.5,0.67,0.7,0.14,0.84,0.43,0.57,Matches,Aston Villa,2024,
55,Axel Disasi,fr FRA,DF,27-059,7.0,5,490.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.4,0.5,10.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,Matches,Aston Villa,2024,
56,Lamare Bogarde,nl NED,"DF,MF",21-124,8.0,5,476.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.2,12.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,Aston Villa,2024,
57,Andrés García,es ESP,"DF,MF",22-091,7.0,5,318.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,26.0,15.0,28.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,Aston Villa,2024,
58,Jáder Durán,co COL,FW,21-147,20.0,4,638.0,7.1,7.0,0.0,7.0,7.0,0.0,0.0,3.0,1.0,4.9,4.9,0.2,5.1,7.0,13.0,44.0,0.99,0.0,0.99,0.99,0.99,0.69,0.03,0.71,0.69,0.71,Matches,Aston Villa,2024,
59,Marcus Rashford,eng ENG,FW,27-190,10.0,4,444.0,4.9,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,3.1,2.3,2.3,4.5,22.0,13.0,42.0,0.41,0.41,0.81,0.2,0.61,0.62,0.46,1.08,0.46,0.92,Matches,Aston Villa,2024,
60,Ross Barkley,eng ENG,MF,31-155,18.0,3,571.0,6.3,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,1.7,1.7,0.6,2.3,15.0,33.0,10.0,0.47,0.16,0.63,0.47,0.63,0.27,0.1,0.37,0.27,0.37,Matches,Aston Villa,2024,
61,Jaden Philogene Bidace,eng ENG,"FW,MF",23-090,11.0,2,332.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.5,0.5,0.3,0.8,7.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.13,0.08,0.2,0.13,0.2,Matches,Aston Villa,2024,
62,Donyell Malen,nl NED,FW,26-120,12.0,2,293.0,3.3,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.2,2.2,0.1,2.2,11.0,5.0,25.0,0.92,0.0,0.92,0.92,0.92,0.66,0.02,0.68,0.66,0.68,Matches,Aston Villa,2024,
63,Robin Olsen,se SWE,GK,35-121,3.0,1,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston Villa,2024,
64,Kosta Nedeljković,rs SRB,DF,19-144,5.0,0,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston Villa,2024,
65,Emi Buendía,ar ARG,"MF,FW",28-135,12.0,0,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.0,0.7,3.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,0.62,0.6,0.62,Matches,Aston Villa,2024,
66,Benjamin Broggio,eng ENG,FW,18-100,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa,2024,
67,Joe Gauci,au AUS,GK,24-309,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa,2024,
68,Jamaldeen Jimoh,eng ENG,MF,18-219,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa,2024,
69,Sil Swinkels,nl NED,DF,21-123,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa,2024,
70,Kadan Young,eng ENG,MF,19-110,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa,2024,
71,Oliwier Zych,pl POL,GK,20-315,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa,2024,
72,Milos Kerkez,hu HUN,DF,21-183,35.0,35,3077.0,34.2,2.0,5.0,7.0,2.0,0.0,0.0,4.0,0.0,0.5,0.5,3.7,4.2,96.0,144.0,169.0,0.06,0.15,0.2,0.06,0.2,0.02,0.11,0.12,0.01,0.12,Matches,Bournemouth,2024,
73,Antoine Semenyo,gh GHA,FW,25-122,34.0,33,2933.0,32.6,9.0,5.0,14.0,9.0,0.0,0.0,9.0,0.0,9.3,9.3,5.8,15.1,133.0,106.0,259.0,0.28,0.15,0.43,0.28,0.43,0.29,0.18,0.46,0.29,0.46,Matches,Bournemouth,2024,
74,Illia Zabarnyi,ua UKR,DF,22-250,33.0,32,2842.0,31.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.1,1.1,0.6,1.6,25.0,128.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,Bournemouth,2024,
75,Lewis Cook,eng ENG,"MF,DF",28-095,34.0,30,2816.0,31.3,1.0,3.0,4.0,1.0,0.0,0.0,8.0,0.0,0.9,0.9,4.1,5.1,33.0,153.0,49.0,0.03,0.1,0.13,0.03,0.13,0.03,0.13,0.16,0.03,0.16,Matches,Bournemouth,2024,
76,Kepa Arrizabalaga,es ESP,GK,30-218,28.0,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,2024,
77,Justin Kluivert,nl NED,"MF,FW",26-004,31.0,27,2161.0,24.0,12.0,6.0,18.0,6.0,6.0,6.0,8.0,0.0,10.0,5.3,4.8,10.1,74.0,95.0,153.0,0.5,0.25,0.75,0.25,0.5,0.42,0.2,0.62,0.22,0.42,Matches,Bournemouth,2024,
78,Ryan Christie,sct SCO,MF,30-076,29.0,27,2117.0,23.5,2.0,3.0,5.0,2.0,0.0,0.0,9.0,0.0,1.8,1.8,3.5,5.4,34.0,137.0,44.0,0.09,0.13,0.21,0.09,0.21,0.08,0.15,0.23,0.08,0.23,Matches,Bournemouth,2024,
79,Evanilson,br BRA,FW,25-215,28.0,25,2058.0,22.9,10.0,1.0,11.0,10.0,0.0,1.0,1.0,1.0,11.6,10.8,1.6,12.5,28.0,24.0,88.0,0.44,0.04,0.48,0.44,0.48,0.51,0.07,0.58,0.47,0.55,Matches,Bournemouth,2024,
80,Dean Huijsen,es ESP,DF,20-025,29.0,24,2234.0,24.8,3.0,1.0,4.0,3.0,0.0,0.0,8.0,0.0,1.9,1.9,2.0,3.8,36.0,116.0,10.0,0.12,0.04,0.16,0.12,0.16,0.08,0.08,0.15,0.08,0.15,Matches,Bournemouth,2024,
81,Dango Ouattara,bf BFA,FW,23-087,32.0,21,2005.0,22.3,7.0,4.0,11.0,7.0,0.0,0.0,3.0,0.0,8.4,8.4,5.5,13.8,79.0,43.0,191.0,0.31,0.18,0.49,0.31,0.49,0.38,0.25,0.62,0.38,0.62,Matches,Bournemouth,2024,
82,Tyler Adams,us USA,MF,26-084,25.0,18,1710.0,19.0,0.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,1.6,1.6,1.0,2.5,12.0,65.0,9.0,0.0,0.16,0.16,0.0,0.16,0.08,0.05,0.13,0.08,0.13,Matches,Bournemouth,2024,
83,Marcus Tavernier,eng ENG,"FW,MF",26-048,26.0,17,1670.0,18.6,3.0,5.0,8.0,3.0,0.0,0.0,5.0,0.0,5.3,5.3,2.8,8.1,41.0,102.0,106.0,0.16,0.27,0.43,0.16,0.43,0.29,0.15,0.44,0.29,0.44,Matches,Bournemouth,2024,
84,Adam Smith,eng ENG,DF,34-010,22.0,17,1409.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,0.3,1.0,12.0,40.0,31.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,Bournemouth,2024,
85,Marcos Senesi,ar ARG,DF,27-364,15.0,12,1014.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,0.2,1.0,12.0,51.0,5.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,Bournemouth,2024,
86,David Brooks,wls WAL,"FW,MF",27-305,26.0,8,832.0,9.2,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.2,2.2,1.7,3.9,25.0,27.0,75.0,0.22,0.0,0.22,0.22,0.22,0.24,0.18,0.42,0.24,0.42,Matches,Bournemouth,2024,
87,Alex Scott,eng ENG,MF,21-261,18.0,7,709.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.8,1.5,15.0,49.0,33.0,0.0,0.0,0.0,0.0,0.0,0.08,0.11,0.19,0.08,0.19,Matches,Bournemouth,2024,
88,James Hill,eng ENG,DF,23-119,10.0,6,448.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,3.0,16.0,8.0,0.0,0.2,0.2,0.0,0.2,0.06,0.05,0.11,0.06,0.11,Matches,Bournemouth,2024,
89,Julian Araujo,mx MEX,DF,23-269,10.0,6,426.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,2024,
90,Mark Travers,ie IRL,GK,25-356,5.0,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,2024,
91,Enes Ünal,tr TUR,"FW,MF",27-364,17.0,2,345.0,3.8,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.7,2.7,0.4,3.1,4.0,12.0,22.0,0.52,0.26,0.78,0.52,0.78,0.72,0.1,0.82,0.72,0.82,Matches,Bournemouth,2024,
92,Neto,br BRA,GK,35-294,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,2024,
93,Luis Sinisterra,co COL,"FW,MF",25-326,12.0,1,236.0,2.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,1.4,2.6,19.0,6.0,38.0,0.38,0.38,0.76,0.38,0.76,0.46,0.54,1.0,0.46,1.0,Matches,Bournemouth,2024,
94,Philip Billing,dk DEN,MF,28-332,10.0,1,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,1.1,1.7,3.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.28,0.54,0.82,0.28,0.82,Matches,Bournemouth,2024,
95,Max Aarons,eng ENG,DF,25-125,3.0,1,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,2024,
96,Daniel Jebbison,eng ENG,FW,21-269,13.0,0,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,2.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.23,0.22,0.45,0.23,0.45,Matches,Bournemouth,2024,
97,Ben Winterburn,eng ENG,"FW,MF",20-247,3.0,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,2024,
98,Julio Soler,ar ARG,FW,20-082,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,2024,
