,Player,Nation,Pos,Age,ptime_MP,ptime_Starts,ptime_Min,ptime_90s,perf_Gls,perf_Ast,perf_G+A,perf_G-PK,perf_PK,perf_PKatt,perf_CrdY,perf_CrdR,exp_xG,exp_npxG,exp_xAG,exp_npxG+xAG,prog_PrgC,prog_PrgP,prog_PrgR,p90_Gls,p90_Ast,p90_G+A,p90_G-PK,p90_G+A-PK,p90_xG,p90_xAG,p90_xG+xAG,p90_npxG,p90_npxG+xAG,Matches,Team,Season,MP
10,Santiago Bueno,uy URU,DF,26-179,,18,1683.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.0,0.4,1.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Wolverhampton Wanderers,2024,28.0
11,Mario Lemina,ga GAB,"MF,DF",31-248,,15,1364.0,15.2,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,1.4,1.4,1.1,2.5,8.0,48.0,21.0,0.07,0.2,0.26,0.07,0.26,0.09,0.07,0.17,0.09,0.17,Matches,Wolverhampton Wanderers,2024,17.0
12,Emmanuel Agbadou,ci CIV,DF,27-324,,13,1140.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,0.5,3.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Wolverhampton Wanderers,2024,13.0
13,Craig Dawson,eng ENG,DF,35-001,,10,971.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.0,0.5,6.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Wolverhampton Wanderers,2024,15.0
14,Marshall Munetsi,zw ZIM,"MF,FW",28-319,,10,878.0,9.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,4.5,7.0,8.0,26.0,0.1,0.1,0.21,0.1,0.21,0.31,0.15,0.46,0.31,0.46,Matches,Wolverhampton Wanderers,2024,11.0
15,Gonçalo Guedes,pt POR,"MF,FW",28-159,,7,783.0,8.7,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,2.2,2.2,1.1,3.3,32.0,31.0,60.0,0.23,0.46,0.69,0.23,0.69,0.26,0.13,0.38,0.26,0.38,Matches,Wolverhampton Wanderers,2024,26.0
16,Sam Johnstone,eng ENG,GK,32-043,,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton Wanderers,2024,7.0
17,Pablo Sarabia,es ESP,"MF,FW",32-361,,6,716.0,8.0,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,2.9,2.9,1.6,4.5,12.0,51.0,52.0,0.38,0.25,0.63,0.38,0.63,0.36,0.2,0.56,0.36,0.56,Matches,Wolverhampton Wanderers,2024,21.0
18,Rodrigo Gomes,pt POR,"DF,FW",21-304,,6,672.0,7.5,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6,0.6,0.9,1.5,22.0,25.0,65.0,0.27,0.0,0.27,0.27,0.27,0.08,0.12,0.2,0.08,0.2,Matches,Wolverhampton Wanderers,2024,22.0
19,Hwang Hee-chan,kr KOR,"MF,FW",29-101,,5,651.0,7.2,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.9,15.0,12.0,41.0,0.28,0.0,0.28,0.28,0.28,0.11,0.02,0.13,0.11,0.13,Matches,Wolverhampton Wanderers,2024,20.0
20,Yerson Mosquera,co COL,DF,24-005,,5,441.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,Wolverhampton Wanderers,2024,5.0
21,Tommy Doyle,eng ENG,MF,23-202,,3,488.0,5.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.5,1.1,6.0,40.0,4.0,0.0,0.18,0.18,0.0,0.18,0.1,0.09,0.2,0.1,0.2,Matches,Wolverhampton Wanderers,2024,24.0
22,Carlos Forbs,pt POR,"MF,FW",21-049,,1,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.2,10.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.07,0.05,0.07,Matches,Wolverhampton Wanderers,2024,10.0
23,Daniel Bentley,eng ENG,GK,31-298,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton Wanderers,2024,1.0
24,Pedro Lima,br BRA,DF,18-310,,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,4.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16,Matches,Wolverhampton Wanderers,2024,3.0
25,Daniel Podence,pt POR,"MF,FW",29-198,,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Wolverhampton Wanderers,2024,2.0
26,Nasser Djiga,bf BFA,"DF,FW",22-173,,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton Wanderers,2024,4.0
27,Chiquinho,pt POR,MF,25-091,,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42,Matches,Wolverhampton Wanderers,2024,1.0
28,Alfie Pond,eng ENG,DF,21-067,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton Wanderers,2024,1.0
29,Boubacar Traoré,ml MLI,MF,23-260,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton Wanderers,2024,1.0
30,Tawanda Chirewa,zw ZIM,MF,21-208,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton Wanderers,2024,0.0
31,Luke Cundle,eng ENG,MF,23-011,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton Wanderers,2024,0.0
32,Tom Edozie,eng ENG,MF,18-354,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton Wanderers,2024,0.0
33,Tom King,wls WAL,GK,30-059,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton Wanderers,2024,0.0
34,Mateus Mane,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton Wanderers,2024,0.0
35,Bastien Meupiyou,fr FRA,DF,19-049,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton Wanderers,2024,0.0
36,Wesley Okoduwa,eng ENG,FW,16-360,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton Wanderers,2024,0.0
